,Point,Assist,Rebound,Turnover,Start Ratio,MP,FGA,FGP,3PA,3PP,FTA,FTP,Steal,Block,Height,Weight,Position,College Name,Pick
294,18.9,1.0,7.4,2.3,0.9381443298969072,31.1,13.9,0.511,0.7,0.292,6.3,0.702,0.9,0.9,206.0,118.0,Forward,Iowa State,4.0
295,13.3,2.3,6.0,2.2,0.8615384615384616,26.7,9.2,0.483,3.5,0.345,4.4,0.718,1.2,0.3,203.0,98.0,Forward,Florida,5.0
296,12.6,1.4,3.8,1.4,1.0,27.5,9.2,0.478,4.4,0.371,3.0,0.737,1.0,0.9,206.0,91.0,Guard,Cincinnati,6.0
297,14.6,0.6,9.8,2.3,0.96875,29.3,10.4,0.497,0.3,0.3,6.1,0.684,0.4,2.8,213.0,120.0,Center,Texas,7.0
298,9.9,1.9,6.9,2.9,0.9183673469387755,27.6,6.9,0.591,0.0,0.0,3.3,0.521,0.7,3.4,216.0,115.0,Center,Minnesota,9.0
299,12.1,3.4,2.4,2.3,0.6779661016949152,28.1,9.2,0.411,3.4,0.338,4.7,0.733,1.3,0.5,190.0,88.0,Guard,Missouri,10.0
300,12.0,1.1,6.8,2.3,0.8225806451612904,26.8,9.8,0.495,0.4,0.227,3.5,0.614,1.0,1.3,208.0,106.0,Forward,UCLA,11.0
301,11.0,0.4,6.9,1.7,0.8934426229508197,26.8,6.8,0.6,0.0,0.0,4.8,0.598,0.7,3.5,206.0,116.0,Center,Syracuse,12.0
302,12.5,6.6,2.1,3.8,0.9349593495934959,30.6,10.8,0.406,3.7,0.313,3.5,0.738,1.6,0.1,188.0,92.0,Guard,Michigan State,14.0
303,13.2,1.1,6.2,1.7,0.8449612403100775,30.0,9.8,0.486,2.7,0.372,3.6,0.731,1.2,0.7,201.0,101.0,Forward,Oklahoma State,17.0
304,17.9,1.6,10.2,2.2,0.96875,34.2,14.0,0.454,5.0,0.369,4.7,0.728,0.9,0.3,198.0,101.0,Forward,DePaul,18.0
305,16.9,5.5,4.8,3.1,0.4957983193277311,34.1,12.6,0.468,1.7,0.322,6.1,0.748,2.4,0.3,180.0,75.0,Guard,Hofstra,20.0
306,11.6,0.9,4.7,1.5,0.45255474452554745,22.4,8.5,0.484,2.8,0.377,3.1,0.746,0.9,0.3,201.0,98.0,Forward,Michigan State,21.0
307,10.1,1.0,7.0,1.6,0.24324324324324326,20.2,7.7,0.507,0.0,0.0,3.8,0.61,0.7,0.8,203.0,99.0,Center,Florida,22.0
308,6.8,0.6,6.2,1.9,0.8359375,21.8,4.9,0.506,0.0,0.0,2.9,0.641,0.7,1.9,213.0,115.0,Center,Auburn,26.0
309,12.4,0.7,4.6,1.6,0.5041322314049587,24.4,9.0,0.445,3.0,0.383,3.9,0.831,0.5,0.2,211.0,99.0,Forward,Vanderbilt,31.0
310,16.4,3.1,3.4,2.3,0.953125,34.0,12.8,0.455,5.3,0.414,3.2,0.79,1.0,0.4,185.0,81.0,Guard,Indiana,32.0
311,6.3,0.9,6.4,1.6,0.9782608695652174,22.2,4.3,0.542,0.0,0.0,2.4,0.656,0.6,1.4,211.0,111.0,Center,UConn,33.0
312,15.3,4.4,3.0,2.7,0.9814814814814815,30.1,12.9,0.416,5.1,0.355,3.3,0.822,1.7,0.1,178.0,90.0,Guard,UConn,34.0
313,19.3,2.7,8.2,4.4,0.9454545454545454,35.2,15.0,0.428,7.4,0.318,5.3,0.769,1.6,0.8,203.0,88.0,Guard,Louisiana-Monroe,35.0
314,16.5,3.3,4.0,1.9,0.9193548387096774,33.4,14.5,0.425,5.5,0.366,2.7,0.798,2.1,0.2,185.0,81.0,Guard,Arizona State,37.0
315,13.1,1.7,7.2,2.0,0.8095238095238095,30.6,11.3,0.43,2.3,0.288,4.0,0.669,1.5,0.7,203.0,108.0,so Najera Perez),Oklahoma,38.0
316,12.4,1.2,4.6,2.0,0.725,26.0,9.0,0.5,1.8,0.333,3.7,0.774,0.3,0.4,211.0,112.0,Forward,Utah,40.0
317,10.7,2.3,4.5,1.7,0.6911764705882353,26.0,8.2,0.486,1.3,0.36,3.4,0.667,0.8,0.8,198.0,95.0,Forward,Duke,41.0
318,19.6,2.5,6.2,2.7,1.0,34.6,16.3,0.448,4.1,0.319,5.7,0.649,1.6,0.1,198.0,99.0,Guard,Ohio State,43.0
319,12.0,2.1,5.7,1.9,0.946969696969697,28.0,8.1,0.461,2.7,0.365,4.6,0.761,2.0,0.3,203.0,111.0,Forward,Purdue,44.0
320,12.6,2.1,8.2,3.0,0.9508196721311475,29.1,8.3,0.532,1.4,0.298,5.1,0.639,0.9,1.1,211.0,113.0,Center,LSU,45.0
321,11.4,5.4,3.3,3.3,0.9924242424242424,34.0,10.1,0.393,3.2,0.326,3.3,0.712,2.5,0.1,190.0,83.0,Guard,Syracuse,49.0
322,9.3,0.6,5.7,2.0,0.5272727272727272,22.2,6.9,0.483,0.7,0.351,3.8,0.63,0.9,0.7,203.0,97.0,Center,Idaho,50.0
323,15.3,1.1,8.0,2.2,0.9642857142857143,28.9,12.2,0.467,0.7,0.308,5.7,0.651,2.1,0.4,201.0,98.0,Forward,Auburn,55.0
324,9.6,1.4,5.0,1.1,0.5,21.7,7.4,0.503,2.1,0.383,2.1,0.649,0.8,0.5,198.0,99.0,Guard,Michigan State,5.0
325,13.6,1.6,6.1,1.1,0.821917808219178,29.7,8.9,0.5,4.1,0.416,3.8,0.777,1.8,1.7,203.0,99.0,Forward,Duke,6.0
326,17.8,1.6,10.8,2.2,1.0,32.6,16.0,0.429,4.3,0.32,3.6,0.734,0.9,4.4,208.0,99.0,Forward,Seton Hall,7.0
327,15.0,2.4,6.1,2.5,0.7735849056603774,30.3,12.2,0.466,2.9,0.406,3.2,0.753,1.7,0.5,203.0,102.0,Forward,Arkansas,10.0
328,11.2,2.8,5.0,2.7,0.9166666666666666,26.3,8.1,0.49,1.9,0.368,3.5,0.718,0.6,0.8,201.0,100.0,Forward,Arizona,13.0
329,21.4,1.7,9.8,3.0,0.9893617021276596,35.1,14.6,0.496,2.0,0.335,8.0,0.777,1.2,1.3,211.0,111.0,Forward,Notre Dame,14.0
330,9.9,0.4,4.7,1.6,0.8412698412698413,24.6,6.8,0.586,0.0,0.0,3.2,0.6,0.2,2.0,213.0,99.0,Center,DePaul,15.0
331,14.6,1.2,7.8,2.0,0.7083333333333334,26.8,12.0,0.473,0.7,0.366,4.2,0.717,0.8,1.1,206.0,109.0,Center,Indiana,16.0
332,10.8,0.8,6.6,1.5,0.6164383561643836,22.0,5.9,0.612,0.4,0.444,4.8,0.716,0.5,1.2,213.0,115.0,Center,Stanford,18.0
333,10.8,1.0,6.7,1.6,0.24242424242424243,19.8,7.1,0.587,0.0,0.0,3.8,0.635,0.7,0.7,206.0,114.0,Center,Michigan State,19.0
334,10.0,0.8,6.0,1.6,0.7092198581560284,23.5,6.0,0.637,0.0,0.0,4.0,0.591,0.3,2.2,213.0,121.0,Center,UNC,20.0
335,18.7,3.0,5.8,2.4,0.9565217391304348,33.9,15.3,0.454,4.4,0.368,4.0,0.81,1.8,0.4,193.0,87.0,Guard,UNC,21.0
336,17.0,3.2,8.3,2.8,0.49572649572649574,34.6,14.6,0.394,4.1,0.28,6.2,0.71,1.7,0.6,198.0,90.0,Guard,SMU,22.0
337,18.1,1.5,3.2,1.9,0.9846153846153847,30.4,15.1,0.439,5.6,0.391,3.2,0.824,1.7,0.2,196.0,85.0,Guard,Pepperdine,23.0
338,7.1,0.3,5.8,2.0,0.8135593220338984,21.4,5.5,0.537,0.0,0.0,2.2,0.539,0.4,2.8,211.0,113.0,Center,Seton Hall,26.0
339,12.5,6.3,4.5,4.0,1.0,32.5,10.8,0.388,2.3,0.327,4.9,0.685,2.6,0.8,190.0,88.0,Guard,Iowa State,27.0
340,15.8,2.2,3.8,2.7,0.9142857142857143,30.5,12.1,0.466,4.2,0.361,4.0,0.738,1.9,0.2,190.0,86.0,ibachi),Arizona,31.0
341,15.2,2.6,2.8,3.4,0.6808510638297872,29.1,12.7,0.392,6.2,0.366,4.1,0.717,1.2,0.4,185.0,83.0,Guard,Clemson,33.0
342,12.7,1.7,6.8,2.0,0.7647058823529411,26.5,9.6,0.495,2.2,0.338,3.2,0.78,1.2,1.9,206.0,100.0,Forward,Maryland,34.0
343,15.7,2.7,6.1,3.4,0.9891304347826086,33.0,11.2,0.513,1.5,0.343,4.8,0.77,1.0,0.9,206.0,109.0,Center,USC,35.0
344,10.6,1.4,5.2,1.8,0.7075471698113207,27.3,8.6,0.471,1.9,0.298,2.9,0.659,1.9,1.0,193.0,90.0,Guard,USC,36.0
345,10.9,1.1,6.0,1.4,0.8053097345132744,25.8,8.7,0.497,0.8,0.225,2.7,0.742,1.0,0.8,206.0,90.0,Forward,Syracuse,37.0
346,15.1,0.4,8.4,1.8,0.9595959595959596,28.8,9.3,0.575,0.1,0.167,5.9,0.749,0.5,0.3,201.0,107.0,Forward,Arizona,39.0
347,11.2,4.7,3.8,3.3,1.0,33.9,8.9,0.45,3.0,0.341,3.3,0.654,1.8,0.4,185.0,88.0,Guard,UCLA,40.0
348,5.7,4.1,4.7,2.2,0.5689655172413793,23.2,4.5,0.456,1.0,0.22,2.5,0.527,1.1,0.1,193.0,83.0,Guard,Auburn,41.0
349,13.6,2.2,7.5,2.5,0.989247311827957,31.6,10.1,0.428,3.9,0.331,4.6,0.783,1.3,0.2,201.0,95.0,Forward,DePaul,42.0
350,9.2,0.9,6.7,2.0,0.6402877697841727,22.3,7.6,0.454,0.1,0.1,3.2,0.723,0.5,1.7,216.0,122.0,Center,Kansas,43.0
351,14.4,2.4,7.2,2.7,0.8048780487804879,30.5,10.9,0.494,0.7,0.21,5.3,0.671,0.7,0.6,201.0,102.0,Forward,California,45.0
352,8.3,0.5,5.8,1.5,0.968503937007874,28.0,6.1,0.54,0.0,0.0,2.8,0.63,0.3,3.5,211.0,108.0,Center,Ohio State,49.0
353,9.6,0.9,7.0,2.7,0.8514851485148515,24.4,7.0,0.485,0.0,0.0,4.2,0.664,0.8,2.5,213.0,116.0,Center,Georgetown,50.0
354,10.8,0.7,5.9,2.5,0.6923076923076923,25.5,8.5,0.432,1.3,0.265,5.1,0.609,0.2,0.7,206.0,124.0,Center,Houston,51.0
355,10.1,1.2,6.1,1.7,0.9347826086956522,25.9,6.2,0.609,0.0,0.0,3.6,0.727,0.8,0.5,203.0,108.0,Forward,Michigan State,52.0
356,8.4,1.1,5.5,1.2,0.5038759689922481,21.6,5.5,0.52,0.1,0.25,3.9,0.669,0.6,0.4,211.0,115.0,Forward,Stanford,53.0
357,11.9,5.2,4.1,3.3,0.7058823529411765,31.5,9.8,0.403,3.0,0.323,3.9,0.78,1.4,0.1,188.0,84.0,Guard,Cincinnati,54.0
358,11.2,2.0,5.2,2.3,1.0,29.1,8.5,0.439,1.3,0.361,4.4,0.73,0.9,0.4,193.0,88.0,Forward,Saint Louis,55.0
359,10.6,1.4,8.7,2.6,0.9516129032258065,31.3,7.4,0.489,0.0,0.0,5.8,0.574,0.7,3.4,211.0,120.0,Center,Georgia Tech,57.0
360,13.2,0.7,5.3,1.9,0.46551724137931033,23.4,8.9,0.518,1.6,0.426,4.3,0.76,0.8,0.3,201.0,95.0,Forward,Oregon,58.0
361,19.3,6.0,3.7,3.9,1.0,33.1,14.6,0.453,7.4,0.393,4.7,0.671,2.2,0.1,188.0,88.0,Guard,Duke,2.0
362,13.2,2.2,5.8,1.9,0.7307692307692307,28.8,10.1,0.475,4.6,0.371,2.7,0.698,1.6,0.5,206.0,99.0,Forward,Duke,3.0
363,15.6,1.6,9.2,2.6,0.6530612244897959,26.2,12.3,0.493,0.6,0.306,4.7,0.698,1.1,1.1,208.0,104.0,Forward,Kansas,4.0
364,21.2,3.6,2.5,2.9,0.9722222222222222,31.8,18.0,0.41,5.8,0.317,6.4,0.722,1.2,0.6,188.0,90.0,Guard,Memphis,6.0
365,7.9,1.0,4.7,1.0,0.38571428571428573,16.6,6.2,0.52,0.0,0.0,2.6,0.589,0.5,1.0,208.0,100.0,Center,Maryland,8.0
366,18.0,3.0,7.6,2.7,0.9841269841269841,34.5,13.8,0.465,1.9,0.364,5.9,0.768,2.1,0.3,201.0,98.0,Forward,UConn,10.0
367,14.4,2.2,7.2,2.9,1.0,32.6,11.2,0.45,1.7,0.325,5.8,0.643,1.2,1.3,211.0,104.0,Forward,Indiana,11.0
368,15.7,1.1,7.5,2.4,0.7419354838709677,32.5,11.0,0.577,0.0,0.333,4.6,0.648,0.8,2.9,208.0,117.0,Center,Fresno State,12.0
369,8.4,0.5,3.4,1.1,0.2808988764044944,17.1,5.9,0.53,1.1,0.373,2.5,0.705,0.3,1.3,208.0,104.0,Forward,Tennessee,13.0
370,13.2,2.9,5.0,2.4,0.736,28.2,9.2,0.481,3.5,0.338,3.9,0.805,1.2,0.6,193.0,95.0,Guard,Oregon,14.0
371,16.1,2.6,4.2,2.5,0.7588652482269503,28.4,12.1,0.468,4.4,0.389,3.6,0.85,2.4,0.2,190.0,74.0,Guard,Maryland,17.0
372,10.2,1.2,7.2,1.4,0.4393939393939394,21.6,6.6,0.534,0.6,0.375,4.2,0.691,0.4,2.2,213.0,108.0,Center,Stanford,18.0
373,18.9,2.1,5.4,2.8,0.7857142857142857,30.2,14.7,0.445,6.4,0.422,4.0,0.777,1.2,0.6,198.0,97.0,Forward,Missouri,20.0
374,18.1,2.7,3.8,2.0,0.8631578947368421,31.8,12.2,0.47,5.5,0.427,5.6,0.771,0.5,0.1,198.0,97.0,Guard,Stanford,22.0
375,13.1,1.9,5.6,1.7,0.8074074074074075,29.8,10.5,0.457,4.6,0.329,2.7,0.743,0.8,1.1,206.0,97.0,Forward,Kentucky,23.0
376,14.3,4.3,4.0,2.7,0.9603960396039604,31.7,11.7,0.396,4.1,0.326,4.6,0.807,2.1,0.3,190.0,96.0,Guard,Illinois,25.0
377,10.4,3.5,5.5,2.6,0.8629032258064516,30.8,7.7,0.466,2.2,0.321,3.1,0.805,1.5,0.7,201.0,95.0,Guard,Miami (FL),26.0
378,14.7,3.4,2.2,1.7,0.7851851851851852,28.9,10.9,0.435,5.1,0.378,3.8,0.861,0.7,0.0,183.0,90.0,Guard,Cincinnati,30.0
379,13.8,2.6,3.0,2.2,0.7640449438202247,29.6,10.0,0.436,4.1,0.375,4.1,0.869,1.0,0.4,196.0,90.0,Guard,Virginia,31.0
380,6.2,0.8,4.1,1.6,0.46923076923076923,16.2,3.5,0.57,0.0,0.0,3.2,0.681,0.5,0.6,211.0,113.0,Center,Illinois,32.0
381,13.7,2.3,6.8,2.2,0.984251968503937,30.4,11.0,0.44,4.1,0.34,3.8,0.687,1.7,1.0,201.0,95.0,Forward,Tennessee,33.0
382,10.5,0.6,6.6,1.8,0.8360655737704918,24.1,8.2,0.548,0.0,0.0,3.5,0.449,0.7,1.5,211.0,108.0,Center,UCLA,34.0
383,14.9,1.1,7.2,1.6,0.9207920792079208,25.9,8.7,0.631,0.0,0.0,5.3,0.741,1.0,0.7,206.0,117.0,Center,Duke,35.0
384,13.5,8.0,5.8,5.2,0.96,32.3,11.2,0.391,2.8,0.286,5.5,0.703,1.6,0.2,193.0,86.0,Guard,Fresno State,38.0
385,14.9,1.7,5.8,2.4,0.94,30.3,12.4,0.402,5.5,0.304,4.1,0.785,1.1,1.0,203.0,92.0,Guard,Alabama,39.0
386,13.5,0.7,7.2,1.6,0.8333333333333334,24.4,9.3,0.553,0.0,0.6,5.2,0.6,0.9,1.6,203.0,117.0,Center,Maryland,44.0
387,14.7,1.2,7.4,1.7,0.9026548672566371,31.1,11.3,0.495,0.0,0.4,5.6,0.617,1.2,1.7,201.0,108.0,Forward,USC,45.0
388,8.8,2.0,4.8,2.0,0.5454545454545454,22.6,7.1,0.469,1.6,0.314,2.9,0.566,1.0,0.4,201.0,106.0,Forward,UCLA,46.0
389,6.4,1.2,6.5,1.7,0.96875,24.9,5.7,0.426,0.0,0.0,3.0,0.526,0.5,1.7,211.0,106.0,Forward,California,47.0
390,14.3,1.8,6.3,2.8,0.9230769230769231,26.2,9.6,0.511,0.3,0.343,5.3,0.831,1.1,0.7,206.0,112.0,Forward,Wake Forest,50.0
391,12.1,4.4,2.1,2.6,0.6440677966101694,28.1,10.6,0.399,4.0,0.335,2.8,0.795,0.7,0.1,190.0,88.0,Guard,Michigan State,52.0
392,19.3,1.6,5.9,2.7,0.9818181818181818,38.3,16.7,0.409,7.1,0.359,3.7,0.829,1.0,1.1,201.0,92.0,Forward,La Salle,53.0
393,15.7,2.2,4.4,2.4,0.8947368421052632,28.8,12.4,0.443,5.7,0.386,3.4,0.749,1.2,0.5,203.0,97.0,Guard,Marshall,54.0
394,15.6,1.2,9.0,2.3,1.0,31.0,9.7,0.56,1.5,0.478,5.6,0.73,1.0,2.2,208.0,103.0,Forward,Georgia Tech,4.0
395,19.7,3.9,6.5,3.1,1.0,30.7,14.8,0.494,1.5,0.333,6.2,0.745,2.3,1.2,193.0,96.0,Guard,Marquette,5.0
396,12.4,4.7,3.8,2.7,0.8368794326241135,29.7,8.8,0.493,3.9,0.43,2.6,0.776,1.5,0.4,190.0,86.0,Guard,Kansas,7.0
397,12.9,8.0,3.8,3.6,1.0,33.0,10.5,0.406,1.5,0.228,5.0,0.801,2.1,0.1,183.0,74.0,Guard,Texas,8.0
398,18.2,1.8,9.2,2.5,0.9895833333333334,29.0,11.6,0.544,0.0,0.0,7.7,0.727,1.1,1.9,203.0,124.0,Forward,Georgetown,9.0
399,14.8,1.8,8.0,2.4,0.9154929577464789,27.4,10.7,0.562,0.5,0.359,4.0,0.624,1.1,1.7,206.0,115.0,Forward,Kansas,12.0
400,18.1,4.3,3.3,3.6,1.0,34.3,12.2,0.495,3.1,0.33,6.8,0.731,2.5,0.2,188.0,90.0,Guard,UNLV,13.0
401,14.6,5.2,3.0,3.2,1.0,33.6,10.5,0.429,5.4,0.389,4.1,0.859,1.6,0.1,188.0,79.0,Guard,Oregon,14.0
402,15.6,3.8,3.4,2.7,0.984,31.6,11.2,0.452,4.7,0.383,4.9,0.75,1.5,0.2,198.0,92.0,Guard,Louisville,15.0
403,21.6,3.5,4.0,2.9,1.0,35.7,14.7,0.424,6.6,0.372,7.6,0.868,2.2,0.3,185.0,81.0,Guard,Boston College,16.0
404,16.9,2.1,10.4,2.5,1.0,33.4,10.8,0.531,0.4,0.327,6.9,0.757,1.4,1.8,206.0,108.0,Forward,Xavier,18.0
405,13.2,1.3,6.2,2.0,0.8787878787878788,25.7,9.4,0.51,2.1,0.339,3.7,0.793,0.7,1.0,206.0,106.0,Forward,Illinois,24.0
406,13.9,1.9,6.6,2.2,0.937007874015748,27.8,10.5,0.483,2.4,0.353,4.0,0.708,1.7,1.1,201.0,95.0,Forward,Wake Forest,29.0
407,16.5,2.1,5.1,2.3,0.9921259842519685,34.0,11.7,0.469,5.6,0.446,3.6,0.83,0.9,0.1,203.0,96.0,Forward,UCLA,31.0
408,9.1,4.5,5.1,2.6,0.6511627906976745,27.2,7.6,0.426,1.8,0.284,3.1,0.685,1.2,0.4,203.0,106.0,Forward,Arizona,32.0
409,13.2,1.1,6.3,2.0,0.7032967032967034,26.4,9.5,0.531,0.2,0.353,4.6,0.66,0.7,0.6,206.0,117.0,Forward,Mississippi State,36.0
410,13.2,1.7,4.8,2.0,0.8255813953488372,27.4,9.8,0.434,2.4,0.369,4.9,0.774,0.7,0.4,198.0,92.0,Guard,BYU,37.0
411,8.3,7.0,3.4,3.3,0.9855072463768116,31.3,6.8,0.401,3.5,0.381,2.0,0.771,1.7,0.3,190.0,78.0,Guard,Maryland,38.0
412,6.9,4.0,3.3,2.6,0.5590551181102362,26.0,5.2,0.477,1.1,0.268,2.6,0.6,1.6,0.7,190.0,88.0,Guard,Mississippi State,40.0
413,14.2,2.3,4.1,2.3,0.9037037037037037,29.0,11.4,0.437,5.5,0.342,3.5,0.688,1.1,0.1,196.0,97.0,Guard,Kentucky,43.0
414,12.0,1.2,5.9,1.3,0.6183206106870229,25.0,8.8,0.503,3.2,0.395,2.5,0.74,0.7,0.5,208.0,108.0,Forward,Florida,45.0
415,13.1,4.2,3.9,3.0,1.0,33.7,10.9,0.405,4.8,0.294,3.4,0.847,1.5,0.1,185.0,83.0,Guard,Alabama,47.0
416,11.1,1.2,5.0,1.5,0.7213114754098361,27.5,8.9,0.426,2.7,0.383,3.0,0.831,1.1,1.6,203.0,102.0,Forward,Miami (FL),49.0
417,14.1,2.3,5.2,1.8,0.7421875,27.7,9.3,0.472,6.4,0.453,2.7,0.891,1.3,0.5,201.0,95.0,Forward,Creighton,51.0
418,9.2,1.7,4.8,2.5,0.5819672131147541,21.9,7.3,0.5,0.5,0.31,3.0,0.593,1.0,1.4,208.0,97.0,Forward,Arizona State,53.0
419,14.9,1.3,5.7,2.0,0.9841269841269841,29.4,11.5,0.469,3.6,0.361,4.0,0.693,0.7,1.0,211.0,97.0,Forward,Minnesota,55.0
420,13.8,0.8,10.6,2.0,1.0,31.8,9.7,0.59,0.0,0.0,4.3,0.564,0.9,4.3,208.0,114.0,Center,UConn,2.0
421,16.9,4.1,3.9,2.8,0.6981132075471698,31.0,12.7,0.44,5.5,0.423,4.4,0.795,1.2,0.2,190.0,90.0,Guard,UConn,3.0
422,14.8,3.1,4.1,1.8,1.0,35.0,10.2,0.447,5.2,0.375,4.8,0.778,1.7,0.4,190.0,83.0,Guard,Wisconsin,5.0
423,12.3,1.8,6.8,1.7,0.6627906976744186,28.6,10.2,0.438,3.6,0.335,2.8,0.755,0.9,1.1,203.0,95.0,Forward,Stanford,6.0
424,15.1,1.8,6.9,2.2,0.8648648648648649,31.1,11.9,0.476,3.0,0.36,3.7,0.71,1.3,1.1,203.0,99.0,Forward,Duke,7.0
425,15.1,1.2,9.5,2.9,1.0,27.4,10.4,0.567,0.7,0.268,4.5,0.691,1.4,0.6,211.0,127.0,Center,BYU,8.0
426,9.6,3.4,6.6,2.1,0.5483870967741935,25.4,7.8,0.424,1.9,0.274,3.3,0.738,1.5,0.5,198.0,93.0,Forward,Arizona,9.0
427,15.6,3.4,5.9,2.3,0.8095238095238095,29.1,11.1,0.461,3.4,0.402,4.7,0.849,1.3,0.3,201.0,97.0,Guard,Oregon,10.0
428,21.7,0.7,10.1,2.8,0.9655172413793104,34.1,17.2,0.444,1.7,0.34,7.9,0.742,0.9,1.1,206.0,106.0,Forward,Minnesota,14.0
429,16.7,2.7,6.4,3.1,0.8809523809523809,30.8,13.3,0.426,4.1,0.31,6.0,0.677,0.9,0.8,198.0,102.0,Guard,Nevada,16.0
430,15.3,2.9,5.5,2.8,0.9253731343283582,31.4,11.5,0.477,2.2,0.347,5.2,0.682,2.0,0.8,193.0,96.0,Guard,Oklahoma State,25.0
431,15.0,0.6,8.0,2.4,0.9318181818181818,28.2,9.2,0.601,0.0,0.0,7.0,0.553,0.6,2.6,213.0,127.0,Center,Colorado,29.0
432,13.2,2.1,9.5,2.8,0.9841269841269841,30.6,9.7,0.558,0.2,0.077,4.7,0.512,1.2,1.1,208.0,99.0,Forward,Iowa State,31.0
433,12.7,3.3,2.9,2.7,0.8048780487804879,31.7,9.8,0.425,5.1,0.372,3.4,0.716,1.3,0.1,183.0,81.0,Guard,Xavier,33.0
434,17.6,1.6,6.0,1.9,0.7578125,32.3,13.8,0.5,1.4,0.312,4.9,0.703,1.3,0.3,196.0,104.0,Guard,Texas Tech,35.0
435,11.3,5.4,2.6,2.3,0.8791208791208791,30.6,9.2,0.469,1.7,0.401,3.0,0.673,1.9,0.2,185.0,90.0,Guard,Memphis,36.0
436,8.8,5.7,3.4,2.5,0.7847222222222222,33.4,7.2,0.418,3.5,0.321,2.4,0.693,2.1,0.1,185.0,83.0,Guard,Duke,38.0
437,14.6,1.1,6.3,2.4,0.9344262295081968,28.7,11.7,0.476,1.3,0.285,4.4,0.707,1.0,0.7,203.0,108.0,Forward,Ole Miss,40.0
438,11.6,2.1,6.5,3.2,0.92,31.6,10.0,0.426,3.0,0.237,4.5,0.504,1.7,0.4,203.0,90.0,Forward,UCLA,43.0
439,16.7,2.1,5.1,2.3,1.0,31.4,13.9,0.408,8.5,0.367,2.8,0.814,2.6,0.4,193.0,93.0,Guard,Florida State,44.0
440,12.5,3.0,5.3,2.9,0.8666666666666667,30.6,10.4,0.44,1.9,0.297,3.4,0.814,1.4,0.4,198.0,95.0,Forward,Michigan,45.0
441,15.8,0.8,9.1,2.6,0.9722222222222222,32.4,11.3,0.468,0.9,0.294,7.3,0.667,1.4,0.8,208.0,113.0,Forward,Cal State Fullerton,47.0
442,7.1,3.2,3.3,1.7,0.5263157894736842,22.8,5.3,0.455,1.9,0.378,1.9,0.767,0.7,0.2,206.0,95.0,Guard,Florida,51.0
443,15.4,2.0,6.9,1.6,1.0,34.8,11.5,0.417,6.4,0.367,4.5,0.776,1.0,0.3,196.0,92.0,Guard,Xavier,52.0
444,15.6,0.9,4.9,1.4,0.9173553719008265,28.7,11.7,0.448,4.3,0.355,4.7,0.786,0.7,0.6,208.0,108.0,Forward,Vanderbilt,53.0
445,12.8,1.8,4.0,2.1,0.7175572519083969,28.2,10.0,0.444,4.0,0.367,3.2,0.763,0.8,0.4,196.0,98.0,Guard,Missouri,54.0
446,5.9,1.5,4.6,2.3,0.5,21.0,5.2,0.438,0.0,0.0,1.9,0.7,0.9,2.4,208.0,106.0,Center,Providence,56.0
447,13.0,5.0,3.9,2.7,0.984375,31.8,9.3,0.417,5.9,0.381,3.7,0.813,1.2,0.1,193.0,87.0,Guard,Gonzaga,58.0
448,8.9,4.1,2.7,2.1,0.9243697478991597,32.9,7.2,0.402,3.0,0.341,3.1,0.684,1.4,0.3,190.0,86.0,Guard,Georgia,59.0
449,16.6,2.3,11.1,2.7,1.0,32.7,10.9,0.603,0.5,0.361,4.7,0.674,0.7,1.6,213.0,111.0,Forward,Utah,1.0
450,11.3,0.7,6.6,1.6,0.0,22.2,6.9,0.506,1.2,0.432,4.5,0.847,1.1,0.5,206.0,104.0,Forward,UNC,2.0
451,11.0,5.9,3.3,2.4,0.9702970297029703,31.7,9.4,0.422,4.3,0.374,2.1,0.685,1.1,0.2,190.0,95.0,Guard,Illinois,3.0
452,15.0,6.3,3.9,2.7,0.9841269841269841,33.5,9.3,0.472,2.9,0.47,5.8,0.838,2.5,0.2,183.0,79.0,Guard,Wake Forest,4.0
453,12.5,6.9,4.1,3.6,0.9900990099009901,33.9,9.7,0.423,4.6,0.375,3.5,0.731,1.9,0.3,185.0,89.0,Guard,UNC,5.0
454,11.2,1.0,6.7,1.7,0.5555555555555556,22.3,8.3,0.518,1.0,0.393,3.2,0.681,0.4,1.7,211.0,108.0,Forward,UConn,7.0
455,13.5,1.3,7.3,1.4,0.8947368421052632,27.7,9.5,0.562,0.2,0.261,3.7,0.759,0.6,1.9,211.0,112.0,Center,Arizona,8.0
456,21.4,1.2,8.8,3.4,1.0,35.1,11.9,0.571,1.2,0.387,9.4,0.786,0.4,1.7,203.0,113.0,Forward,Arizona State,9.0
457,15.8,1.5,10.0,2.4,0.974025974025974,27.8,11.2,0.513,0.1,0.0,6.0,0.717,1.3,1.2,206.0,120.0,Center,UNC,13.0
458,17.6,2.1,4.1,2.2,0.9183673469387755,29.2,12.9,0.486,5.4,0.415,3.8,0.721,1.5,0.6,193.0,93.0,Guard,UNC,14.0
459,15.4,2.1,5.6,2.3,0.9540229885057471,32.1,13.0,0.412,5.5,0.376,4.0,0.648,1.1,0.6,201.0,95.0,Forward,Texas A&M,15.0
460,15.4,1.5,7.6,2.3,0.8814814814814815,31.0,10.6,0.536,0.3,0.25,5.9,0.659,1.0,0.9,206.0,99.0,Forward,Syracuse,19.0
