,Point,Assist,Rebound,Turnover,Start Ratio,MP,FGA,FGP,3PA,3PP,FTA,FTP,Steal,Block,Height,Weight,Position,College Name,Pick
461,15.8,3.5,6.0,2.6,0.9689922480620154,33.0,10.9,0.473,2.7,0.329,6.1,0.76,1.2,0.6,201.0,95.0,Guard,NC State,20.0
462,14.4,3.2,3.9,2.0,0.7415730337078652,28.2,11.0,0.457,4.1,0.348,3.7,0.793,1.6,0.1,175.0,81.0,Guard,Washington,21.0
463,12.5,5.4,4.5,3.3,0.9900990099009901,32.3,8.4,0.478,2.6,0.359,4.5,0.796,1.8,0.1,190.0,91.0,Guard,Georgia Tech,22.0
464,14.4,3.5,3.9,2.4,0.8163265306122449,28.1,10.5,0.448,5.0,0.369,3.7,0.849,1.5,1.4,201.0,88.0,Forward,Louisville,23.0
465,10.1,2.5,3.1,1.5,0.65625,25.4,7.5,0.473,4.3,0.382,1.9,0.752,1.2,0.2,190.0,83.0,Guard,Illinois,24.0
466,12.1,0.7,7.0,1.5,0.7364341085271318,27.6,8.6,0.507,0.1,0.286,5.2,0.653,0.7,1.9,201.0,117.0,Forward,Cincinnati,26.0
467,14.4,1.3,7.9,2.4,0.5714285714285714,28.7,11.3,0.413,2.8,0.287,6.1,0.707,0.6,0.3,203.0,111.0,Forward,Missouri,27.0
468,15.0,0.9,8.3,1.7,0.6509433962264151,26.6,9.9,0.558,0.2,0.24,5.0,0.784,0.7,0.7,206.0,115.0,Forward,Kansas,29.0
469,11.3,2.0,6.8,2.1,0.7480314960629921,25.0,7.4,0.581,0.0,0.0,4.0,0.681,0.9,0.9,206.0,112.0,Forward,Florida,30.0
470,15.2,2.0,2.2,2.0,0.9069767441860465,29.8,10.1,0.471,5.8,0.458,3.5,0.87,0.8,0.1,185.0,81.0,Guard,Arizona,31.0
471,11.6,2.1,2.8,1.9,0.572463768115942,27.7,9.0,0.432,4.0,0.392,2.9,0.746,1.4,0.2,190.0,83.0,Guard,Duke,32.0
472,15.1,0.7,8.2,1.8,0.9830508474576272,34.2,9.5,0.54,0.8,0.378,5.8,0.78,0.8,1.8,203.0,108.0,Forward,LSU,33.0
473,13.6,1.0,6.8,2.1,0.5748031496062992,25.5,8.2,0.518,0.1,0.222,7.1,0.715,0.5,1.4,208.0,112.0,Forward,Gonzaga,37.0
474,14.1,5.1,3.1,1.9,0.7416666666666667,31.4,10.2,0.416,5.7,0.413,3.8,0.837,1.3,0.1,185.0,79.0,Guard,Marquette,38.0
475,10.1,1.4,2.2,1.4,0.36065573770491804,21.6,8.7,0.405,4.9,0.365,1.9,0.669,0.9,0.2,196.0,95.0,Guard,Florida State,39.0
476,12.0,1.1,7.5,1.4,0.8153846153846154,26.0,8.7,0.569,0.0,0.0,3.7,0.564,0.4,1.7,208.0,117.0,Forward,Pitt,42.0
477,17.6,2.4,5.1,2.3,1.0,35.7,13.6,0.405,6.3,0.35,5.7,0.776,0.9,0.6,190.0,95.0,Guard,Indiana,47.0
478,18.4,2.3,8.9,2.3,0.9913793103448276,35.1,13.0,0.519,2.0,0.352,5.3,0.789,1.6,0.4,201.0,113.0,Forward,Providence,50.0
479,12.5,2.0,4.7,2.4,0.6153846153846154,27.8,10.0,0.464,3.1,0.362,2.7,0.781,1.1,0.3,201.0,88.0,Guard,UCLA,54.0
480,14.5,2.8,5.6,2.6,0.9090909090909091,34.4,11.2,0.457,3.3,0.411,3.5,0.823,1.5,0.4,196.0,83.0,Guard,Pepperdine,60.0
481,13.5,0.6,8.2,1.6,1.0,30.2,8.9,0.586,0.0,0.0,4.7,0.649,1.3,1.8,211.0,108.0,Forward,Texas,2.0
482,19.7,2.0,5.1,1.7,0.6526315789473685,30.6,14.0,0.503,3.7,0.368,5.5,0.761,0.7,0.4,203.0,92.0,Forward,Gonzaga,3.0
483,13.9,0.9,9.1,2.3,0.920863309352518,28.1,8.6,0.572,0.1,0.333,5.7,0.694,1.2,3.0,206.0,113.0,Forward,Duke,5.0
484,14.3,3.0,5.0,2.1,0.6893203883495146,27.5,10.1,0.512,1.5,0.344,4.5,0.765,1.0,0.5,198.0,97.0,Guard,Washington,6.0
485,15.0,3.2,4.8,2.9,0.9770992366412213,31.3,13.1,0.399,4.9,0.329,3.8,0.781,1.5,0.4,193.0,95.0,Guard,Villanova,7.0
486,13.6,1.8,5.9,2.2,0.921875,29.8,10.8,0.461,2.3,0.378,3.8,0.721,1.3,1.7,206.0,99.0,Forward,UConn,8.0
487,11.6,0.7,7.8,1.9,0.9038461538461539,24.3,8.4,0.554,0.0,0.0,3.4,0.687,0.9,2.8,213.0,117.0,Center,Bradley,9.0
488,19.9,2.2,2.7,2.1,0.9640287769784173,34.0,13.7,0.433,8.1,0.406,5.2,0.912,1.1,0.1,193.0,86.0,Guard,Duke,11.0
489,4.7,0.6,3.9,1.2,0.42748091603053434,15.1,3.1,0.563,0.0,0.333,2.1,0.578,0.3,1.5,211.0,106.0,Center,UConn,12.0
490,15.7,3.3,5.0,2.3,0.9777777777777777,33.0,11.9,0.462,3.4,0.34,5.4,0.671,2.4,0.5,201.0,99.0,Guard,Arkansas,14.0
491,7.7,1.1,4.1,1.3,0.5238095238095238,18.9,4.8,0.565,0.1,0.5,3.5,0.652,0.4,1.8,206.0,106.0,Center,NC State,15.0
492,14.3,1.2,4.9,1.4,0.7593984962406015,27.6,11.9,0.415,6.0,0.362,3.1,0.717,1.0,1.0,201.0,92.0,Forward,Memphis,16.0
493,13.2,1.9,6.2,2.3,0.9444444444444444,27.8,10.4,0.416,4.3,0.312,4.0,0.786,1.4,1.4,206.0,102.0,Forward,Memphis,17.0
494,7.4,1.7,5.3,1.7,0.38461538461538464,21.1,5.5,0.553,0.5,0.291,2.2,0.533,1.2,1.1,203.0,94.0,Forward,South Carolina,20.0
495,9.6,4.2,4.5,2.2,0.9117647058823529,28.1,7.4,0.493,1.5,0.283,3.3,0.577,2.3,0.2,185.0,77.0,Guard,Kentucky,21.0
496,9.0,7.3,3.2,3.2,0.7285714285714285,27.9,7.2,0.402,2.1,0.375,3.0,0.791,1.0,0.2,190.0,92.0,Guard,UConn,22.0
497,9.3,0.8,7.0,1.3,0.970873786407767,25.9,6.4,0.578,0.0,0.0,3.4,0.559,0.5,2.2,208.0,107.0,Center,UConn,23.0
498,9.5,3.0,3.8,1.9,0.5964912280701754,26.7,7.1,0.449,0.7,0.325,4.0,0.737,1.9,0.2,183.0,79.0,Guard,Villanova,24.0
499,12.2,1.9,3.4,2.0,0.9175257731958762,28.0,9.4,0.457,3.1,0.364,3.0,0.831,1.3,0.1,193.0,92.0,Guard,Michigan State,25.0
500,13.3,5.2,3.0,3.8,1.0,32.2,10.8,0.41,4.4,0.333,4.0,0.76,1.2,0.2,188.0,81.0,Guard,UCLA,26.0
501,12.5,1.5,3.4,1.7,0.5887096774193549,25.6,9.6,0.441,4.3,0.38,3.2,0.775,0.5,0.3,196.0,91.0,Guard,Michigan State,28.0
502,15.4,3.2,4.6,2.0,0.992,37.5,14.4,0.399,5.0,0.292,3.9,0.624,2.3,0.2,198.0,99.0,Guard,Temple,29.0
503,12.4,1.0,4.2,1.1,0.7063492063492064,27.0,8.4,0.456,6.1,0.461,2.1,0.931,0.5,0.1,208.0,99.0,Forward,Marquette,32.0
504,9.8,1.0,8.0,2.7,0.9491525423728814,31.2,7.3,0.505,0.0,0.0,3.6,0.693,0.6,2.6,208.0,104.0,Center,South Florida,33.0
505,13.2,1.4,7.0,2.1,0.7461538461538462,25.8,8.8,0.538,0.4,0.271,4.8,0.763,1.1,0.7,211.0,122.0,Center,Michigan State,34.0
506,13.4,2.0,8.2,2.2,0.7931034482758621,28.9,9.6,0.526,0.0,0.5,4.7,0.711,1.3,0.3,196.0,102.0,Forward,Texas,35.0
507,18.1,1.9,8.6,2.3,0.9769230769230769,34.0,12.7,0.558,0.5,0.239,5.9,0.643,1.3,0.8,201.0,113.0,Forward,Boston College,36.0
508,9.8,1.2,4.9,1.3,0.84,24.1,6.8,0.501,1.4,0.367,3.5,0.707,1.1,0.5,201.0,97.0,Forward,Washington,37.0
509,6.9,1.9,4.3,1.7,0.4015748031496063,23.2,5.2,0.532,1.4,0.354,1.6,0.587,1.1,0.5,198.0,104.0,Guard,UNC,39.0
510,9.4,1.3,3.9,1.5,0.7111111111111111,24.1,7.9,0.429,2.7,0.354,2.1,0.776,0.7,0.2,198.0,99.0,Forward,UConn,40.0
511,10.1,1.1,7.5,1.5,0.9781021897810219,27.1,6.3,0.617,0.1,0.333,3.3,0.687,1.0,1.0,208.0,106.0,Forward,Illinois,41.0
512,9.8,0.7,5.2,2.6,0.7934782608695652,21.0,6.4,0.52,0.4,0.308,4.5,0.667,0.9,0.7,206.0,108.0,Center,Florida State,45.0
513,13.2,4.9,3.3,2.1,0.9927007299270073,34.3,11.0,0.422,6.1,0.36,2.4,0.725,1.7,0.1,183.0,83.0,Guard,Illinois,46.0
514,18.6,0.9,12.7,2.4,0.9891304347826086,35.2,12.4,0.577,0.2,0.375,6.8,0.62,1.3,2.0,203.0,111.0,Forward,Louisiana Tech,47.0
515,17.8,1.1,9.8,2.2,0.9814814814814815,32.5,12.0,0.492,0.2,0.3,8.8,0.672,0.8,0.6,203.0,108.0,Forward,California,49.0
516,5.7,0.4,4.0,1.4,0.5398230088495575,20.2,3.5,0.575,0.0,1.0,2.9,0.591,0.2,0.9,213.0,104.0,Center,UCLA,50.0
517,15.9,2.6,3.4,2.1,0.8709677419354839,32.6,12.4,0.448,4.9,0.38,3.9,0.74,1.3,0.3,188.0,87.0,Guard,Miami (FL),52.0
518,14.0,2.0,5.4,2.0,0.7692307692307693,27.8,11.6,0.499,1.9,0.311,2.7,0.704,1.8,0.7,193.0,99.0,Guard,Arizona,54.0
519,12.6,2.1,4.6,2.0,0.4943820224719101,27.9,10.0,0.484,2.2,0.308,3.1,0.746,1.8,0.6,196.0,93.0,Guard,George Washington,58.0
520,11.6,5.0,3.1,2.5,0.989247311827957,34.3,10.0,0.421,2.9,0.365,2.9,0.719,1.9,0.1,183.0,92.0,Guard,Iowa State,60.0
521,15.7,0.7,9.6,2.0,0.96875,28.9,9.6,0.616,0.0,0.0,6.1,0.628,0.6,3.3,213.0,113.0,Center,Ohio State,1.0
522,25.8,1.3,11.1,2.8,1.0,35.9,18.5,0.473,5.8,0.404,7.3,0.816,1.9,1.9,206.0,97.0,Forward,Texas,2.0
523,10.3,1.7,7.9,1.6,0.9174311926605505,25.7,6.6,0.586,0.0,0.0,4.1,0.619,0.9,1.7,208.0,111.0,Horford Reynoso),Florida,3.0
524,11.3,6.1,3.4,2.2,1.0,31.6,7.9,0.518,1.8,0.304,3.7,0.694,2.2,0.3,185.0,81.0,Guard,Ohio State,4.0
525,13.1,3.1,6.5,2.5,1.0,33.2,9.7,0.488,2.4,0.359,3.9,0.7,0.9,1.2,206.0,106.0,Forward,Georgetown,5.0
526,11.3,2.8,4.3,2.3,0.9814814814814815,27.2,8.2,0.48,2.6,0.356,3.6,0.708,1.6,0.4,206.0,83.0,Forward,Florida,7.0
527,14.7,1.0,6.2,1.6,1.0,27.4,9.5,0.646,0.0,0.0,4.2,0.567,1.0,1.8,206.0,92.0,Forward,UNC,8.0
528,10.5,1.7,6.4,1.8,0.7222222222222222,21.1,6.2,0.616,0.0,0.5,4.2,0.684,0.9,1.7,211.0,105.0,Center,Florida,9.0
529,14.9,1.9,6.4,2.5,0.7741935483870968,28.9,11.7,0.532,0.1,0.333,3.2,0.755,0.5,1.7,213.0,111.0,Center,Washington,10.0
530,13.7,4.5,3.1,2.5,0.8688524590163934,30.8,10.6,0.466,2.6,0.357,3.7,0.76,1.3,0.0,190.0,88.0,Guard,Texas A&M,11.0
531,14.4,2.0,4.9,2.2,1.0,29.6,11.9,0.478,3.0,0.419,2.3,0.743,1.3,0.4,203.0,99.0,Forward,Georgia Tech,12.0
532,10.4,2.0,6.3,2.2,0.7323943661971831,24.1,8.0,0.555,0.2,0.188,2.5,0.591,1.2,1.3,203.0,102.0,Forward,Kansas,13.0
533,12.3,0.7,5.2,1.7,0.5564516129032258,22.0,8.3,0.528,1.2,0.438,4.2,0.701,0.8,0.6,203.0,99.0,Guard,Florida State,14.0
534,24.4,4.8,4.7,3.5,1.0,33.1,17.1,0.472,5.2,0.317,8.1,0.806,2.3,0.3,196.0,92.0,Guard,Eastern Washington,15.0
535,15.5,1.4,5.1,2.1,0.9375,31.1,11.9,0.484,2.7,0.368,3.9,0.764,0.8,0.3,198.0,90.0,Forward,USC,16.0
536,5.5,0.6,4.2,1.2,0.21739130434782608,20.5,3.5,0.577,0.0,0.0,2.4,0.605,0.6,2.8,208.0,106.0,Forward,Boston College,17.0
537,14.4,5.8,3.7,3.9,0.96875,31.3,11.0,0.45,3.2,0.356,4.3,0.783,2.0,0.1,196.0,90.0,Guard,Georgia Tech,19.0
538,14.7,2.0,7.9,3.1,0.8045977011494253,27.9,9.6,0.548,0.3,0.308,5.5,0.751,0.5,1.7,213.0,108.0,Forward,Colorado State,20.0
539,9.8,1.0,4.3,1.4,0.02564102564102564,19.7,8.1,0.445,3.3,0.415,1.7,0.697,0.7,0.3,196.0,92.0,Guard,Ohio State,21.0
540,15.9,3.0,7.2,2.1,1.0,36.4,10.5,0.504,2.5,0.365,6.0,0.731,1.4,0.3,201.0,102.0,Forward,Boston College,22.0
541,12.9,1.2,7.1,1.8,0.8813559322033898,31.1,11.4,0.445,2.6,0.303,3.0,0.659,0.7,1.5,203.0,99.0,Forward,DePaul,23.0
542,13.1,4.1,3.5,2.6,0.9565217391304348,32.7,10.1,0.43,4.8,0.374,3.2,0.834,1.1,0.1,183.0,73.0,Guard,Oregon,26.0
543,14.8,1.9,3.5,2.0,0.9903846153846154,32.7,10.9,0.457,5.4,0.373,3.6,0.781,0.6,0.2,196.0,97.0,Guard,UCLA,27.0
544,16.5,1.6,5.7,1.7,0.9402985074626866,32.1,12.4,0.48,2.5,0.307,6.1,0.636,0.8,0.2,198.0,92.0,Guard,Wisconsin,29.0
545,18.4,1.2,7.1,2.9,0.984375,29.9,10.5,0.602,0.7,0.233,7.9,0.714,1.0,0.8,206.0,112.0,Forward,Purdue,31.0
546,13.8,3.5,3.1,2.4,0.875,32.4,10.2,0.438,5.7,0.393,3.3,0.778,2.0,0.2,193.0,77.0,Guard,USC,32.0
547,14.7,2.0,5.6,2.2,0.8571428571428571,30.8,11.9,0.475,2.4,0.356,3.7,0.71,1.0,0.7,201.0,92.0,Forward,Arizona,33.0
548,18.8,1.3,9.6,1.7,0.9083969465648855,30.1,12.9,0.532,2.6,0.341,5.1,0.815,0.7,1.5,211.0,106.0,Forward,Nevada,34.0
549,16.7,1.5,9.6,2.4,0.968421052631579,32.0,12.0,0.496,0.9,0.31,6.5,0.694,1.1,1.2,206.0,131.0,Forward,LSU,35.0
550,10.1,1.0,7.3,1.5,0.9603174603174603,28.7,8.1,0.467,0.2,0.211,3.5,0.717,0.5,1.8,208.0,104.0,Forward,Alabama,36.0
551,10.8,2.4,6.5,1.9,0.9130434782608695,29.7,7.5,0.54,0.5,0.278,3.8,0.664,1.2,1.9,208.0,108.0,Forward,Duke,37.0
552,4.9,0.3,3.2,1.0,0.028368794326241134,15.6,3.0,0.665,0.0,0.0,1.4,0.631,0.3,0.4,206.0,122.0,Center,Florida,41.0
553,7.3,0.9,3.5,1.4,0.5238095238095238,14.4,5.1,0.485,2.0,0.419,2.1,0.75,0.6,0.5,201.0,105.0,Forward,UNC,44.0
554,8.6,0.9,6.4,1.8,0.7627118644067796,24.2,5.4,0.595,0.0,0.0,3.5,0.622,0.7,3.4,203.0,97.0,Forward,UMass,46.0
555,9.8,1.3,7.0,1.6,0.6017699115044248,20.9,7.0,0.55,0.0,0.0,3.6,0.595,0.4,1.2,213.0,122.0,Center,Pitt,49.0
556,13.5,3.5,2.9,2.8,0.8217821782178217,32.0,10.7,0.437,4.8,0.404,2.9,0.758,1.0,0.2,190.0,86.0,Guard,Oklahoma State,51.0
557,10.6,3.6,2.2,2.5,0.7117117117117117,29.2,7.1,0.401,4.3,0.389,3.7,0.857,1.1,0.1,183.0,80.0,Guard,Florida,52.0
558,10.9,1.1,4.1,1.5,0.7560975609756098,25.8,9.0,0.423,4.7,0.358,2.1,0.752,1.0,0.8,203.0,97.0,Forward,Syracuse,53.0
559,9.7,0.9,5.2,1.6,0.6363636363636364,19.8,6.7,0.614,0.0,0.0,2.5,0.566,0.8,1.9,208.0,108.0,Forward,Providence,55.0
560,8.8,4.9,4.2,2.6,0.9690721649484536,29.2,7.6,0.417,0.8,0.313,3.0,0.74,1.2,0.1,190.0,86.0,Guard,Nevada,56.0
561,12.1,3.2,4.8,2.2,0.9512195121951219,31.2,9.8,0.457,2.9,0.328,3.4,0.659,1.0,0.2,198.0,88.0,Guard,DePaul,57.0
562,10.1,2.9,3.3,2.2,0.6486486486486487,26.9,7.8,0.461,1.9,0.33,3.7,0.64,1.8,0.4,196.0,91.0,Guard,Maryland,59.0
563,14.9,4.7,4.5,2.7,0.975,29.2,10.9,0.477,2.6,0.337,5.1,0.712,1.2,0.4,190.0,86.0,Guard,Memphis,1.0
564,26.2,1.2,12.4,2.9,1.0,31.5,17.5,0.532,2.9,0.379,8.5,0.774,1.3,1.6,206.0,106.0,Forward,Kansas State,2.0
565,20.7,3.3,4.5,3.5,0.9696969696969697,36.8,16.2,0.442,6.5,0.409,4.6,0.803,1.5,0.4,193.0,95.0,Guard,USC,3.0
566,8.3,2.5,2.4,1.6,0.4666666666666667,21.9,6.6,0.464,1.3,0.354,2.4,0.685,1.0,0.1,190.0,84.0,Guard,UCLA,4.0
567,17.5,1.9,10.6,2.0,0.9743589743589743,29.6,10.4,0.559,2.1,0.354,6.6,0.767,0.7,1.4,208.0,117.0,Center,UCLA,5.0
568,20.9,2.4,3.3,3.6,1.0,34.7,13.3,0.433,6.5,0.337,8.7,0.834,1.3,0.6,190.0,100.0,Guard,Indiana,7.0
569,12.1,2.0,4.8,1.8,0.8536585365853658,25.3,10.0,0.447,2.1,0.295,3.3,0.765,0.6,1.2,203.0,104.0,Guard,West Virginia,8.0
570,16.9,6.2,2.9,3.0,1.0,36.5,12.2,0.443,4.1,0.402,5.5,0.808,1.4,0.0,183.0,81.0,Guard,Texas,9.0
571,16.0,1.1,7.1,2.1,0.8113207547169812,28.0,12.7,0.48,0.4,0.143,4.9,0.764,0.5,1.9,213.0,117.0,Forward,Stanford,10.0
572,19.7,4.0,2.7,3.0,1.0,35.7,12.6,0.458,4.8,0.407,7.4,0.839,1.0,0.1,190.0,90.0,Guard,Arizona,11.0
573,13.6,2.0,5.5,2.1,0.926605504587156,31.3,10.9,0.449,4.3,0.435,2.5,0.733,0.7,0.8,198.0,95.0,Guard,Kansas,13.0
574,15.6,1.2,8.5,3.0,1.0,32.8,12.7,0.464,0.6,0.105,5.4,0.693,1.1,2.3,208.0,92.0,Forward,LSU,14.0
575,9.0,0.8,5.6,1.6,0.9104477611940298,24.3,6.9,0.511,0.0,0.5,3.1,0.612,0.3,2.3,213.0,115.0,Center,Stanford,15.0
576,9.5,0.5,5.4,1.1,0.5217391304347826,15.4,6.2,0.633,0.0,0.0,2.3,0.688,0.3,0.9,208.0,111.0,Center,Florida,16.0
577,10.9,1.3,5.9,1.5,0.8897058823529411,23.3,7.0,0.603,0.0,1.0,3.5,0.68,0.4,1.9,218.0,126.0,Center,Georgetown,17.0
578,8.7,0.3,4.8,1.6,0.4696969696969697,18.7,6.5,0.542,0.7,0.356,2.7,0.514,0.5,1.8,213.0,107.0,Forward,Nevada,18.0
579,14.8,1.0,8.5,2.7,0.8387096774193549,28.7,8.9,0.591,0.0,0.0,6.3,0.677,0.7,1.5,206.0,109.0,Forward,NC State,19.0
580,18.7,1.0,9.0,1.8,1.0,33.0,13.1,0.484,4.7,0.396,5.0,0.841,0.5,0.5,206.0,97.0,Forward,California,21.0
581,17.6,2.2,5.2,2.5,1.0,31.2,13.6,0.464,4.8,0.401,3.7,0.817,1.9,0.6,196.0,90.0,Guard,Western Kentucky,22.0
582,14.4,0.5,6.7,1.5,0.9459459459459459,27.1,11.8,0.508,1.7,0.349,2.7,0.68,0.4,1.8,213.0,120.0,Forward,Ohio State,23.0
583,17.0,3.3,5.8,2.5,0.9157894736842105,33.3,10.7,0.529,2.3,0.404,6.1,0.785,1.6,0.3,188.0,81.0,Guard,IUPUI,26.0
584,11.3,0.6,5.5,1.6,0.5897435897435898,21.9,8.7,0.541,0.2,0.118,2.7,0.676,0.7,1.4,206.0,102.0,Forward,Kansas,27.0
585,17.7,2.0,7.2,2.6,1.0,35.8,14.9,0.418,7.5,0.345,3.8,0.707,1.3,1.6,211.0,102.0,Forward,Syracuse,28.0
586,14.6,0.9,7.6,1.7,0.9797979797979798,30.6,9.8,0.562,0.0,0.333,5.1,0.69,0.7,2.0,206.0,113.0,Forward,Indiana,29.0
587,6.7,0.5,8.1,1.3,0.7516778523489933,21.7,4.4,0.614,0.0,0.0,3.1,0.42,1.1,1.8,203.0,121.0,Forward,Memphis,33.0
588,12.2,3.8,2.8,2.4,0.8727272727272727,28.5,8.3,0.486,3.9,0.419,3.2,0.767,2.6,0.4,185.0,86.0,Guard,Kansas,34.0
589,7.9,0.4,6.0,1.6,0.6,20.1,5.2,0.617,0.0,0.0,3.4,0.437,0.2,1.3,211.0,113.0,Center,Texas A&M,35.0
590,9.6,3.8,4.7,2.6,0.8512396694214877,29.8,7.2,0.464,1.3,0.277,3.6,0.716,1.6,0.8,198.0,91.0,Guard,Washington State,38.0
591,13.3,2.3,4.6,2.7,0.9565217391304348,31.2,11.0,0.473,3.7,0.366,2.1,0.767,1.3,0.3,198.0,92.0,Forward,Arkansas,39.0
592,16.9,4.8,4.0,3.3,1.0,32.8,12.9,0.406,5.0,0.362,5.5,0.846,1.6,0.1,183.0,83.0,Guard,Virginia,42.0
593,14.1,2.1,5.1,2.0,0.9829059829059829,31.2,10.4,0.504,3.1,0.395,3.7,0.643,0.6,0.6,198.0,99.0,Guard,Oregon,48.0
594,14.0,1.4,8.9,1.9,0.9052631578947369,28.4,9.3,0.59,0.1,0.231,4.9,0.594,0.9,1.6,206.0,115.0,Forward,Alabama,49.0
595,7.4,0.4,6.4,1.1,0.7722772277227723,22.1,5.3,0.517,0.0,0.0,3.1,0.609,0.4,1.3,211.0,113.0,Center,California,50.0
596,15.2,1.7,3.9,1.5,0.9242424242424242,30.2,11.2,0.471,6.6,0.421,2.4,0.791,0.8,0.3,198.0,92.0,Guard,Vanderbilt,51.0
597,6.8,0.5,4.9,1.0,0.312,16.6,4.3,0.58,0.0,0.333,2.6,0.685,0.5,0.4,206.0,114.0,Forward,Kansas,52.0
598,9.9,1.8,7.1,1.3,0.7165354330708661,27.9,6.5,0.503,2.6,0.397,3.0,0.775,1.0,0.4,206.0,99.0,Forward,Oregon,54.0
599,16.0,4.5,4.1,5.4,0.967741935483871,35.0,14.2,0.376,6.9,0.36,4.2,0.682,1.1,0.1,188.0,74.0,Guard,Iowa State,55.0
600,6.1,0.3,3.9,0.8,0.48148148148148145,16.5,4.3,0.568,0.0,0.0,2.4,0.512,0.4,1.1,211.0,113.0,Center,Kansas,56.0
601,10.9,1.1,6.0,1.8,0.6846153846153846,24.9,8.1,0.506,0.7,0.33,3.4,0.696,0.9,1.8,206.0,106.0,Forward,Maryland,57.0
602,11.3,1.5,3.4,1.6,0.5984251968503937,25.3,9.2,0.438,4.2,0.35,2.6,0.702,0.5,0.2,196.0,95.0,Guard,Kentucky,58.0
603,11.0,1.5,5.4,1.7,0.9765625,29.3,8.4,0.467,1.3,0.294,4.5,0.616,1.2,0.9,201.0,91.0,Forward,Virginia Tech,59.0
604,18.8,2.1,11.8,2.8,0.9264705882352942,30.9,11.5,0.618,0.1,0.3,7.7,0.589,1.1,1.0,208.0,113.0,Forward,Oklahoma,1.0
605,10.3,0.4,8.5,1.8,0.99,29.3,5.9,0.611,0.0,0.0,5.0,0.625,0.4,4.2,221.0,119.0,Center,UConn,2.0
606,19.0,3.7,5.4,3.0,0.9855072463768116,35.0,11.9,0.506,3.9,0.376,7.2,0.755,1.9,0.4,196.0,98.0,Guard,Arizona State,3.0
607,17.1,3.9,5.4,3.6,0.9459459459459459,29.0,13.6,0.455,3.4,0.274,5.2,0.711,2.1,0.8,198.0,99.0,Guard,Memphis,4.0
608,16.6,6.0,2.7,3.1,1.0,36.5,12.2,0.46,4.2,0.333,5.1,0.782,1.5,0.2,183.0,83.0,Guard,Syracuse,6.0
609,25.3,3.7,4.5,3.0,0.9903846153846154,32.6,17.9,0.467,9.7,0.412,5.3,0.876,2.1,0.3,190.0,83.0,Guard,Davidson,7.0
610,12.5,0.8,7.9,2.0,0.8144329896907216,27.0,8.8,0.578,0.0,0.0,3.6,0.636,0.5,1.4,208.0,106.0,Forward,Arizona,8.0
611,13.9,1.5,5.7,2.1,1.0,33.4,10.5,0.523,1.0,0.167,4.2,0.646,0.9,0.4,201.0,99.0,Forward,USC,9.0
612,11.2,3.9,6.9,2.4,0.9071428571428571,32.2,10.3,0.4,4.4,0.32,2.6,0.589,1.5,0.6,198.0,99.0,Forward,Louisville,11.0
613,12.3,1.8,4.2,1.9,0.7669902912621359,25.3,9.7,0.458,2.0,0.329,3.9,0.706,1.0,0.7,196.0,97.0,Guard,Duke,12.0
614,20.2,1.1,8.6,2.1,0.9929577464788732,30.9,12.3,0.536,0.3,0.316,8.7,0.791,1.3,0.5,206.0,113.0,Forward,UNC,13.0
615,10.6,1.7,7.0,2.1,0.6057692307692307,26.7,8.6,0.467,1.8,0.298,3.2,0.64,0.9,1.2,206.0,102.0,Forward,Louisville,14.0
616,11.6,1.0,5.8,1.9,0.5074626865671642,22.5,8.6,0.477,2.2,0.422,3.1,0.79,0.7,1.9,211.0,90.0,Forward,Gonzaga,15.0
617,14.8,1.6,8.3,2.5,0.9672131147540983,29.9,11.2,0.515,2.8,0.296,3.6,0.693,1.4,1.4,203.0,111.0,Forward,Wake Forest,16.0
618,8.5,3.7,3.8,2.1,1.0,27.1,7.1,0.45,2.5,0.307,1.8,0.726,1.6,0.5,190.0,81.0,Guard,UCLA,17.0
619,13.1,5.8,2.9,2.1,0.9047619047619048,27.0,8.5,0.517,2.6,0.403,4.1,0.78,1.8,0.1,180.0,88.0,Guard,UNC,18.0
620,16.4,3.0,3.0,3.0,0.8524590163934426,30.9,11.2,0.462,3.0,0.421,5.9,0.812,1.9,0.6,188.0,81.0,Guard,Wake Forest,19.0
621,15.0,5.2,3.4,2.4,0.8,30.7,11.2,0.449,3.0,0.37,4.9,0.791,1.3,0.2,188.0,79.0,Guard,VCU,20.0
622,11.5,4.1,2.3,2.4,0.7323943661971831,29.2,8.3,0.475,2.7,0.435,2.9,0.851,1.6,0.1,185.0,72.0,Guard,UCLA,21.0
623,12.4,1.4,8.5,2.5,0.9904761904761905,32.7,8.2,0.58,0.0,0.0,4.6,0.629,0.7,2.4,206.0,102.0,Forward,USC,26.0
624,14.7,2.2,4.1,1.5,0.9739130434782609,28.5,11.6,0.463,5.0,0.397,2.5,0.809,0.9,0.1,193.0,90.0,Guard,UNC,28.0
625,9.6,1.0,5.9,1.8,0.7482014388489209,27.2,7.1,0.524,0.0,0.333,3.2,0.693,1.2,0.8,206.0,104.0,Forward,Villanova,33.0
626,11.2,1.3,4.4,2.2,0.9702970297029703,27.6,8.3,0.439,4.1,0.353,3.4,0.727,1.0,0.6,203.0,107.0,Forward,Georgetown,35.0
627,13.2,1.0,5.0,1.9,0.5454545454545454,25.5,10.1,0.498,2.3,0.356,3.4,0.692,0.8,0.8,198.0,99.0,Forward,Pitt,36.0
